county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Orange,2020-04-04T00:00:00,143.0,213.0,,,70.0,45.0,153.0
San Bernardino,2020-04-04T00:00:00,138.0,254.0,,,51.0,66.0,67.0
Solano,2020-04-04T00:00:00,16.0,19.0,,,7.0,2.0,23.0
Fresno,2020-04-04T00:00:00,14.0,93.0,,,7.0,20.0,36.0
Humboldt,2020-04-04T00:00:00,1.0,4.0,,,0.0,0.0,7.0
Tulare,2020-04-04T00:00:00,8.0,20.0,,,5.0,1.0,6.0
Contra Costa,2020-04-04T00:00:00,30.0,47.0,,,12.0,7.0,87.0
Merced,2020-04-04T00:00:00,5.0,14.0,,,1.0,1.0,6.0
Monterey,2020-04-04T00:00:00,16.0,25.0,,,4.0,2.0,18.0
Inyo,2020-04-04T00:00:00,8.0,106.0,,,1.0,1.0,2.0
Santa Cruz,2020-04-04T00:00:00,4.0,6.0,,,3.0,0.0,7.0
Yolo,2020-04-04T00:00:00,4.0,5.0,,,3.0,3.0,4.0
San Luis Obispo,2020-04-04T00:00:00,4.0,6.0,,,3.0,3.0,954.0
San Francisco,2020-04-04T00:00:00,80.0,65.0,,,37.0,7.0,79.0
Mariposa,2020-04-04T00:00:00,0.0,2.0,,,0.0,0.0,
Tehama,2020-04-04T00:00:00,0.0,1.0,,,0.0,0.0,8.0
Napa,2020-04-04T00:00:00,1.0,8.0,,,0.0,1.0,6.0
Marin,2020-04-04T00:00:00,5.0,16.0,,,3.0,5.0,12.0
Lake,2020-04-04T00:00:00,0.0,4.0,,,0.0,1.0,4.0
Placer,2020-04-04T00:00:00,23.0,14.0,,,10.0,1.0,12.0
Calaveras,2020-04-04T00:00:00,0.0,1.0,,,0.0,0.0,5.0
Madera,2020-04-04T00:00:00,0.0,4.0,,,0.0,0.0,8.0
Amador,2020-04-04T00:00:00,0.0,0.0,,,0.0,0.0,2.0
Yuba,2020-04-04T00:00:00,2.0,16.0,,,2.0,2.0,7.0
Mendocino,2020-04-04T00:00:00,0.0,3.0,,,0.0,1.0,7.0
Santa Clara,2020-04-04T00:00:00,159.0,79.0,,,72.0,19.0,91.0
El Dorado,2020-04-04T00:00:00,15.0,9.0,,,0.0,3.0,12.0
Del Norte,2020-04-04T00:00:00,0.0,2.0,,,0.0,0.0,1.0
Butte,2020-04-04T00:00:00,3.0,14.0,,,1.0,4.0,7.0
Imperial,2020-04-04T00:00:00,9.0,10.0,,,5.0,2.0,5.0
San Mateo,2020-04-04T00:00:00,66.0,19.0,,,25.0,6.0,40.0
Sutter,2020-04-04T00:00:00,0.0,0.0,,,,,
Sacramento,2020-04-04T00:00:00,69.0,76.0,,,25.0,18.0,82.0
Lassen,2020-04-04T00:00:00,0.0,0.0,,,0.0,0.0,
Plumas,2020-04-04T00:00:00,0.0,0.0,,,0.0,0.0,
Santa Barbara,2020-04-04T00:00:00,28.0,34.0,,,18.0,2.0,53.0
Tuolumne,2020-04-04T00:00:00,0.0,1.0,,,0.0,1.0,2.0
Trinity,2020-04-04T00:00:00,0.0,0.0,,,0.0,0.0,
Kings,2020-04-04T00:00:00,1.0,9.0,,,1.0,0.0,0.0
Solano,2020-04-05T00:00:00,15.0,17.0,,,6.0,24.0,3.0
Plumas,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,
Orange,2020-04-05T00:00:00,144.0,221.0,,,70.0,46.0,156.0
Inyo,2020-04-05T00:00:00,9.0,106.0,,,1.0,0.0,3.0
Calaveras,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,6.0
Lassen,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,
Tulare,2020-04-05T00:00:00,4.0,20.0,,,8.0,2.0,3.0
Ventura,2020-04-05T00:00:00,21.0,128.0,,,7.0,28.0,12.0
Fresno,2020-04-05T00:00:00,16.0,81.0,,,8.0,15.0,39.0
Mendocino,2020-04-05T00:00:00,0.0,3.0,,,0.0,2.0,4.0
Kings,2020-04-05T00:00:00,3.0,1.0,,,2.0,0.0,0.0
Imperial,2020-04-05T00:00:00,9.0,9.0,,,8.0,1.0,3.0
Placer,2020-04-05T00:00:00,23.0,13.0,,,10.0,1.0,10.0
Napa,2020-04-05T00:00:00,1.0,8.0,,,0.0,1.0,11.0
El Dorado,2020-04-05T00:00:00,16.0,6.0,,,0.0,3.0,7.0
San Luis Obispo,2020-04-05T00:00:00,2.0,11.0,,,2.0,9.0,28.0
Santa Cruz,2020-04-05T00:00:00,5.0,12.0,,,4.0,4.0,10.0
Butte,2020-04-05T00:00:00,2.0,16.0,,,1.0,6.0,10.0
Monterey,2020-04-05T00:00:00,16.0,15.0,,,4.0,0.0,23.0
Siskiyou,2020-04-05T00:00:00,0.0,2.0,,,0.0,2.0,3.0
Yuba,2020-04-05T00:00:00,1.0,14.0,,,1.0,1.0,10.0
Merced,2020-04-05T00:00:00,15.0,10.0,,,1.0,3.0,8.0
Sutter,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,
Trinity,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,
San Bernardino,2020-04-05T00:00:00,146.0,240.0,,,59.0,54.0,70.0
Tuolumne,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,4.0
Sacramento,2020-04-05T00:00:00,64.0,78.0,,,23.0,26.0,82.0
San Francisco,2020-04-05T00:00:00,79.0,68.0,,,37.0,11.0,74.0
Madera,2020-04-05T00:00:00,0.0,1.0,,,0.0,0.0,8.0
Kern,2020-04-05T00:00:00,23.0,27.0,,,12.0,4.0,40.0
Marin,2020-04-05T00:00:00,5.0,15.0,,,3.0,5.0,13.0
Amador,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,2.0
Santa Barbara,2020-04-05T00:00:00,31.0,26.0,,,18.0,2.0,59.0
Riverside,2020-04-05T00:00:00,129.0,207.0,,,47.0,60.0,130.0
Del Norte,2020-04-05T00:00:00,0.0,1.0,,,0.0,0.0,1.0
Modoc,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,
Tehama,2020-04-05T00:00:00,0.0,1.0,,,0.0,0.0,5.0
San Joaquin,2020-04-05T00:00:00,46.0,24.0,,,17.0,4.0,19.0
Santa Clara,2020-04-05T00:00:00,166.0,69.0,,,68.0,18.0,90.0
Mono,2020-04-05T00:00:00,20.0,2.0,,,0.0,0.0,2.0
Stanislaus,2020-04-05T00:00:00,30.0,25.0,,,14.0,5.0,30.0
Los Angeles,2020-04-05T00:00:00,1094.0,1082.0,,,473.0,166.0,554.0
Colusa,2020-04-05T00:00:00,1.0,0.0,,,1.0,0.0,5.0
Mariposa,2020-04-05T00:00:00,0.0,2.0,,,0.0,0.0,
Sonoma,2020-04-05T00:00:00,6.0,21.0,,,2.0,6.0,16.0
Glenn,2020-04-05T00:00:00,0.0,0.0,,,0.0,0.0,
Alameda,2020-04-05T00:00:00,72.0,87.0,,,39.0,13.0,113.0
San Mateo,2020-04-05T00:00:00,69.0,15.0,,,24.0,6.0,36.0
Yolo,2020-04-05T00:00:00,3.0,6.0,,,3.0,3.0,4.0
Lake,2020-04-05T00:00:00,0.0,4.0,,,0.0,2.0,3.0
Nevada,2020-04-05T00:00:00,2.0,4.0,,,2.0,1.0,3.0
San Diego,2020-04-05T00:00:00,179.0,220.0,,,89.0,31.0,247.0
San Benito,2020-04-05T00:00:00,3.0,0.0,,,2.0,0.0,0.0
Contra Costa,2020-04-05T00:00:00,29.0,35.0,,,15.0,10.0,74.0
Humboldt,2020-04-05T00:00:00,2.0,3.0,,,0.0,0.0,8.0
Shasta,2020-04-05T00:00:00,8.0,11.0,,,4.0,0.0,13.0
Butte,2020-04-06T00:00:00,1.0,15.0,,,1.0,5.0,9.0
Kings,2020-04-06T00:00:00,3.0,3.0,,,2.0,0.0,3.0
Sutter,2020-04-06T00:00:00,0.0,0.0,,,,,
Madera,2020-04-06T00:00:00,0.0,2.0,,,0.0,1.0,8.0
Santa Cruz,2020-04-06T00:00:00,5.0,9.0,,,4.0,2.0,5.0
Placer,2020-04-06T00:00:00,20.0,12.0,,,10.0,1.0,24.0
Fresno,2020-04-06T00:00:00,18.0,81.0,,,11.0,20.0,45.0
Mariposa,2020-04-06T00:00:00,0.0,3.0,,,0.0,0.0,
San Joaquin,2020-04-06T00:00:00,31.0,32.0,,,14.0,3.0,20.0
Lassen,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,
San Diego,2020-04-06T00:00:00,187.0,224.0,,,83.0,25.0,270.0
Yuba,2020-04-06T00:00:00,1.0,19.0,,,1.0,3.0,7.0
San Francisco,2020-04-06T00:00:00,80.0,71.0,,,34.0,9.0,71.0
San Mateo,2020-04-06T00:00:00,68.0,20.0,,,25.0,5.0,36.0
Inyo,2020-04-06T00:00:00,9.0,114.0,,,1.0,0.0,3.0
Yolo,2020-04-06T00:00:00,4.0,0.0,,,3.0,4.0,-3.0
Alameda,2020-04-06T00:00:00,79.0,70.0,,,43.0,19.0,92.0
Del Norte,2020-04-06T00:00:00,0.0,3.0,,,0.0,0.0,0.0
Tuolumne,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,
Imperial,2020-04-06T00:00:00,9.0,14.0,,,7.0,2.0,3.0
Shasta,2020-04-06T00:00:00,6.0,3.0,,,2.0,2.0,28.0
Plumas,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,
Sacramento,2020-04-06T00:00:00,77.0,78.0,,,26.0,19.0,75.0
Orange,2020-04-06T00:00:00,145.0,171.0,,,73.0,33.0,134.0
Santa Clara,2020-04-06T00:00:00,181.0,49.0,,,79.0,10.0,100.0
Ventura,2020-04-06T00:00:00,22.0,106.0,,,9.0,20.0,32.0
Marin,2020-04-06T00:00:00,8.0,8.0,,,4.0,4.0,13.0
Tehama,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,4.0
Siskiyou,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,5.0
Trinity,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,
Glenn,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,
San Luis Obispo,2020-04-06T00:00:00,2.0,3.0,,,2.0,2.0,42.0
Mono,2020-04-06T00:00:00,20.0,2.0,,,0.0,0.0,2.0
Colusa,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,6.0
Calaveras,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,6.0
Lake,2020-04-06T00:00:00,0.0,8.0,,,0.0,2.0,1.0
Napa,2020-04-06T00:00:00,0.0,7.0,,,0.0,0.0,15.0
Merced,2020-04-06T00:00:00,4.0,2.0,,,0.0,2.0,4.0
Contra Costa,2020-04-06T00:00:00,30.0,28.0,,,15.0,11.0,78.0
Modoc,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,
San Bernardino,2020-04-06T00:00:00,148.0,185.0,,,60.0,43.0,102.0
Sonoma,2020-04-06T00:00:00,6.0,18.0,,,2.0,4.0,20.0
El Dorado,2020-04-06T00:00:00,16.0,1.0,,,0.0,0.0,10.0
Tulare,2020-04-06T00:00:00,12.0,24.0,,,8.0,3.0,16.0
Los Angeles,2020-04-06T00:00:00,1166.0,1070.0,,,486.0,175.0,587.0
Nevada,2020-04-06T00:00:00,1.0,5.0,,,1.0,2.0,4.0
Monterey,2020-04-06T00:00:00,16.0,15.0,,,5.0,1.0,18.0
Stanislaus,2020-04-06T00:00:00,28.0,28.0,,,12.0,4.0,37.0
Riverside,2020-04-06T00:00:00,129.0,193.0,,,46.0,65.0,152.0
Kern,2020-04-06T00:00:00,24.0,36.0,,,12.0,5.0,39.0
Amador,2020-04-06T00:00:00,0.0,0.0,,,0.0,0.0,2.0
San Benito,2020-04-06T00:00:00,3.0,3.0,,,2.0,0.0,0.0
Humboldt,2020-04-06T00:00:00,3.0,12.0,,,0.0,3.0,2.0
Mendocino,2020-04-06T00:00:00,0.0,2.0,,,0.0,2.0,10.0
Santa Barbara,2020-04-06T00:00:00,34.0,26.0,,,19.0,5.0,54.0
Solano,2020-04-06T00:00:00,15.0,21.0,,,6.0,6.0,28.0
Kern,2020-04-07T00:00:00,28.0,91.0,,,14.0,13.0,50.0
San Francisco,2020-04-07T00:00:00,88.0,116.0,,,36.0,9.0,57.0
El Dorado,2020-04-07T00:00:00,16.0,2.0,,,0.0,3.0,10.0
Mariposa,2020-04-07T00:00:00,0.0,3.0,,,0.0,0.0,
Contra Costa,2020-04-07T00:00:00,31.0,38.0,,,17.0,9.0,82.0
Santa Barbara,2020-04-07T00:00:00,41.0,8.0,,,23.0,1.0,48.0
Yolo,2020-04-07T00:00:00,2.0,3.0,,,2.0,1.0,4.0
Nevada,2020-04-07T00:00:00,1.0,4.0,,,1.0,2.0,3.0
Siskiyou,2020-04-07T00:00:00,0.0,1.0,,,0.0,1.0,5.0
Santa Cruz,2020-04-07T00:00:00,4.0,4.0,,,4.0,3.0,4.0
Butte,2020-04-07T00:00:00,1.0,14.0,,,1.0,5.0,6.0
Sutter,2020-04-07T00:00:00,0.0,0.0,,,,,
Plumas,2020-04-07T00:00:00,0.0,1.0,,,0.0,0.0,
Calaveras,2020-04-07T00:00:00,0.0,1.0,,,0.0,0.0,8.0
San Benito,2020-04-07T00:00:00,3.0,3.0,,,2.0,0.0,0.0
Orange,2020-04-07T00:00:00,143.0,144.0,,,71.0,29.0,136.0
Madera,2020-04-07T00:00:00,0.0,3.0,,,0.0,1.0,7.0
Tulare,2020-04-07T00:00:00,8.0,23.0,,,5.0,6.0,10.0
Sonoma,2020-04-07T00:00:00,6.0,28.0,,,2.0,6.0,21.0
San Mateo,2020-04-07T00:00:00,63.0,13.0,,,26.0,2.0,35.0
Sacramento,2020-04-07T00:00:00,74.0,91.0,,,28.0,18.0,72.0
San Luis Obispo,2020-04-07T00:00:00,2.0,5.0,,,2.0,4.0,30.0
San Bernardino,2020-04-07T00:00:00,146.0,178.0,,,54.0,49.0,126.0
San Diego,2020-04-07T00:00:00,203.0,124.0,,,87.0,29.0,189.0
Riverside,2020-04-07T00:00:00,129.0,207.0,,,57.0,57.0,129.0
Ventura,2020-04-07T00:00:00,22.0,68.0,,,9.0,20.0,31.0
Inyo,2020-04-07T00:00:00,9.0,121.0,,,1.0,0.0,3.0
Trinity,2020-04-07T00:00:00,0.0,0.0,,,0.0,0.0,
Glenn,2020-04-07T00:00:00,0.0,0.0,,,0.0,0.0,
Imperial,2020-04-07T00:00:00,9.0,14.0,,,7.0,2.0,3.0
Humboldt,2020-04-07T00:00:00,2.0,7.0,,,0.0,0.0,7.0
Solano,2020-04-07T00:00:00,14.0,24.0,,,7.0,6.0,31.0
Lake,2020-04-07T00:00:00,0.0,0.0,,,0.0,0.0,1.0
Yuba,2020-04-07T00:00:00,2.0,25.0,,,1.0,5.0,6.0
Alameda,2020-04-07T00:00:00,76.0,84.0,,,43.0,25.0,90.0
San Joaquin,2020-04-07T00:00:00,31.0,33.0,,,14.0,4.0,20.0
Mendocino,2020-04-07T00:00:00,0.0,2.0,,,0.0,0.0,9.0
Del Norte,2020-04-07T00:00:00,0.0,3.0,,,0.0,1.0,2.0
Amador,2020-04-07T00:00:00,0.0,0.0,,,0.0,0.0,3.0
Modoc,2020-04-07T00:00:00,0.0,1.0,,,0.0,0.0,
Napa,2020-04-07T00:00:00,0.0,5.0,,,0.0,3.0,7.0
Shasta,2020-04-07T00:00:00,5.0,8.0,,,2.0,3.0,6.0
Monterey,2020-04-07T00:00:00,18.0,25.0,,,5.0,4.0,21.0
Santa Clara,2020-04-07T00:00:00,187.0,47.0,,,77.0,7.0,105.0
Lassen,2020-04-07T00:00:00,0.0,1.0,,,0.0,0.0,
Stanislaus,2020-04-07T00:00:00,28.0,40.0,,,13.0,9.0,32.0
Fresno,2020-04-07T00:00:00,20.0,82.0,,,11.0,13.0,50.0
Los Angeles,2020-04-07T00:00:00,1251.0,1350.0,,,517.0,162.0,603.0
Kings,2020-04-07T00:00:00,3.0,4.0,,,2.0,0.0,3.0
Marin,2020-04-07T00:00:00,6.0,5.0,,,4.0,4.0,12.0
Tuolumne,2020-04-07T00:00:00,0.0,0.0,,,0.0,0.0,0.0
Merced,2020-04-07T00:00:00,3.0,3.0,,,0.0,3.0,3.0
Mono,2020-04-07T00:00:00,20.0,2.0,,,0.0,0.0,2.0
Tehama,2020-04-07T00:00:00,0.0,1.0,,,0.0,0.0,2.0
Colusa,2020-04-07T00:00:00,0.0,0.0,,,0.0,0.0,6.0
Placer,2020-04-07T00:00:00,19.0,18.0,,,9.0,3.0,20.0
Glenn,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,
Placer,2020-04-08T00:00:00,18.0,15.0,,,10.0,2.0,19.0
Siskiyou,2020-04-08T00:00:00,0.0,3.0,,,0.0,1.0,5.0
San Francisco,2020-04-08T00:00:00,90.0,116.0,,,36.0,17.0,55.0
El Dorado,2020-04-08T00:00:00,16.0,3.0,,,0.0,1.0,10.0
Monterey,2020-04-08T00:00:00,18.0,24.0,,,5.0,0.0,24.0
Kern,2020-04-08T00:00:00,31.0,57.0,,,16.0,3.0,32.0
Tulare,2020-04-08T00:00:00,7.0,16.0,,,2.0,5.0,22.0
Imperial,2020-04-08T00:00:00,16.0,7.0,,,8.0,3.0,3.0
Mono,2020-04-08T00:00:00,19.0,8.0,,,0.0,0.0,2.0
Amador,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,1.0
Yolo,2020-04-08T00:00:00,2.0,7.0,,,1.0,2.0,6.0
San Mateo,2020-04-08T00:00:00,66.0,20.0,,,25.0,2.0,32.0
Solano,2020-04-08T00:00:00,15.0,19.0,,,8.0,2.0,27.0
Plumas,2020-04-08T00:00:00,0.0,1.0,,,0.0,0.0,
Santa Cruz,2020-04-08T00:00:00,4.0,9.0,,,3.0,4.0,8.0
San Luis Obispo,2020-04-08T00:00:00,2.0,13.0,,,2.0,11.0,22.0
Sacramento,2020-04-08T00:00:00,76.0,81.0,,,28.0,12.0,73.0
Butte,2020-04-08T00:00:00,1.0,15.0,,,1.0,7.0,4.0
Del Norte,2020-04-08T00:00:00,0.0,2.0,,,0.0,1.0,4.0
Tuolumne,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,1.0
Tehama,2020-04-08T00:00:00,0.0,2.0,,,0.0,0.0,4.0
Inyo,2020-04-08T00:00:00,9.0,128.0,,,1.0,1.0,2.0
Shasta,2020-04-08T00:00:00,4.0,5.0,,,2.0,2.0,10.0
Los Angeles,2020-04-08T00:00:00,1331.0,1077.0,,,532.0,211.0,582.0
Merced,2020-04-08T00:00:00,1.0,1.0,,,0.0,2.0,5.0
Santa Barbara,2020-04-08T00:00:00,42.0,18.0,,,19.0,1.0,51.0
San Diego,2020-04-08T00:00:00,225.0,103.0,,,92.0,24.0,183.0
Calaveras,2020-04-08T00:00:00,0.0,2.0,,,0.0,0.0,8.0
Orange,2020-04-08T00:00:00,153.0,181.0,,,49.0,34.0,201.0
Lake,2020-04-08T00:00:00,0.0,0.0,,,0.0,1.0,1.0
Mendocino,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,7.0
San Joaquin,2020-04-08T00:00:00,32.0,19.0,,,11.0,8.0,18.0
Fresno,2020-04-08T00:00:00,22.0,63.0,,,10.0,8.0,64.0
Ventura,2020-04-08T00:00:00,18.0,73.0,,,9.0,14.0,31.0
Alameda,2020-04-08T00:00:00,84.0,69.0,,,45.0,18.0,111.0
Santa Clara,2020-04-08T00:00:00,156.0,34.0,,,70.0,6.0,104.0
Marin,2020-04-08T00:00:00,5.0,3.0,,,4.0,2.0,17.0
Colusa,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,6.0
Yuba,2020-04-08T00:00:00,2.0,24.0,,,1.0,3.0,5.0
Kings,2020-04-08T00:00:00,2.0,8.0,,,1.0,1.0,1.0
Napa,2020-04-08T00:00:00,0.0,7.0,,,0.0,1.0,5.0
Riverside,2020-04-08T00:00:00,149.0,145.0,,,56.0,41.0,154.0
Lassen,2020-04-08T00:00:00,0.0,1.0,,,0.0,0.0,
Stanislaus,2020-04-08T00:00:00,30.0,35.0,,,11.0,5.0,58.0
Contra Costa,2020-04-08T00:00:00,35.0,50.0,,,18.0,13.0,78.0
Sonoma,2020-04-08T00:00:00,6.0,22.0,,,2.0,5.0,18.0
Humboldt,2020-04-08T00:00:00,2.0,3.0,,,0.0,0.0,6.0
Sutter,2020-04-08T00:00:00,0.0,0.0,,,,,
Nevada,2020-04-08T00:00:00,2.0,7.0,,,2.0,2.0,6.0
Modoc,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,
Madera,2020-04-08T00:00:00,0.0,6.0,,,0.0,1.0,7.0
Mariposa,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,
San Benito,2020-04-08T00:00:00,2.0,0.0,,,1.0,0.0,1.0
San Bernardino,2020-04-08T00:00:00,132.0,301.0,,,51.0,53.0,144.0
Trinity,2020-04-08T00:00:00,0.0,0.0,,,0.0,0.0,
Nevada,2020-04-09T00:00:00,2.0,4.0,,,2.0,1.0,4.0
San Mateo,2020-04-09T00:00:00,58.0,14.0,,,18.0,2.0,39.0
Mariposa,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,
Trinity,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,
Napa,2020-04-09T00:00:00,0.0,7.0,,,0.0,0.0,10.0
Tuolumne,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,5.0
Solano,2020-04-09T00:00:00,14.0,9.0,,,8.0,0.0,33.0
Sonoma,2020-04-09T00:00:00,5.0,21.0,,,2.0,4.0,24.0
Humboldt,2020-04-09T00:00:00,2.0,6.0,,,0.0,2.0,6.0
Shasta,2020-04-09T00:00:00,5.0,7.0,,,2.0,1.0,5.0
Modoc,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,
Mendocino,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,8.0
Ventura,2020-04-09T00:00:00,18.0,69.0,,,8.0,13.0,29.0
Santa Clara,2020-04-09T00:00:00,158.0,65.0,,,70.0,17.0,87.0
Siskiyou,2020-04-09T00:00:00,0.0,2.0,,,0.0,0.0,5.0
Santa Cruz,2020-04-09T00:00:00,4.0,14.0,,,2.0,5.0,7.0
San Diego,2020-04-09T00:00:00,227.0,124.0,,,98.0,18.0,163.0
Imperial,2020-04-09T00:00:00,14.0,10.0,,,7.0,3.0,1.0
San Luis Obispo,2020-04-09T00:00:00,2.0,10.0,,,2.0,8.0,21.0
Yolo,2020-04-09T00:00:00,2.0,4.0,,,1.0,2.0,11.0
Marin,2020-04-09T00:00:00,5.0,7.0,,,2.0,1.0,21.0
Del Norte,2020-04-09T00:00:00,0.0,2.0,,,0.0,0.0,5.0
Contra Costa,2020-04-09T00:00:00,37.0,64.0,,,18.0,12.0,73.0
Sutter,2020-04-09T00:00:00,0.0,0.0,,,,,
Monterey,2020-04-09T00:00:00,17.0,26.0,,,5.0,0.0,22.0
Lassen,2020-04-09T00:00:00,0.0,2.0,,,0.0,0.0,
Stanislaus,2020-04-09T00:00:00,28.0,30.0,,,11.0,7.0,45.0
Glenn,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,
Mono,2020-04-09T00:00:00,18.0,15.0,,,0.0,0.0,2.0
Butte,2020-04-09T00:00:00,1.0,14.0,,,1.0,4.0,5.0
San Joaquin,2020-04-09T00:00:00,29.0,18.0,,,12.0,7.0,16.0
Kings,2020-04-09T00:00:00,6.0,6.0,,,3.0,0.0,2.0
Tulare,2020-04-09T00:00:00,10.0,11.0,,,5.0,4.0,19.0
Colusa,2020-04-09T00:00:00,0.0,0.0,,,0.0,1.0,5.0
Yuba,2020-04-09T00:00:00,3.0,18.0,,,2.0,4.0,6.0
Sacramento,2020-04-09T00:00:00,74.0,60.0,,,31.0,11.0,63.0
Fresno,2020-04-09T00:00:00,25.0,41.0,,,10.0,9.0,59.0
Calaveras,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,11.0
Riverside,2020-04-09T00:00:00,201.0,159.0,,,59.0,34.0,133.0
Amador,2020-04-09T00:00:00,0.0,0.0,,,0.0,0.0,3.0
Inyo,2020-04-09T00:00:00,9.0,135.0,,,1.0,0.0,3.0
San Benito,2020-04-09T00:00:00,2.0,1.0,,,1.0,0.0,1.0
San Francisco,2020-04-09T00:00:00,88.0,64.0,,,33.0,13.0,45.0
Tehama,2020-04-09T00:00:00,0.0,1.0,,,0.0,1.0,5.0
Placer,2020-04-09T00:00:00,18.0,12.0,,,9.0,1.0,16.0
Orange,2020-04-09T00:00:00,146.0,117.0,,,45.0,29.0,206.0
Santa Barbara,2020-04-09T00:00:00,40.0,18.0,,,20.0,2.0,45.0
Plumas,2020-04-09T00:00:00,0.0,1.0,,,0.0,0.0,
Madera,2020-04-09T00:00:00,0.0,3.0,,,0.0,2.0,5.0
Lake,2020-04-09T00:00:00,0.0,0.0,,,0.0,1.0,2.0
Alameda,2020-04-09T00:00:00,80.0,76.0,,,44.0,18.0,107.0
Kern,2020-04-09T00:00:00,27.0,35.0,,,16.0,9.0,25.0
Los Angeles,2020-04-09T00:00:00,1368.0,758.0,,,541.0,156.0,569.0
San Bernardino,2020-04-09T00:00:00,136.0,269.0,,,56.0,41.0,143.0
El Dorado,2020-04-09T00:00:00,17.0,3.0,,,0.0,1.0,10.0
Merced,2020-04-09T00:00:00,1.0,7.0,,,0.0,2.0,5.0
Solano,2020-04-10T00:00:00,18.0,9.0,,,9.0,3.0,31.0
San Diego,2020-04-10T00:00:00,230.0,124.0,,,96.0,14.0,153.0
Contra Costa,2020-04-10T00:00:00,42.0,30.0,,,17.0,6.0,75.0
Amador,2020-04-10T00:00:00,0.0,0.0,,,0.0,0.0,4.0
Imperial,2020-04-10T00:00:00,14.0,12.0,,,8.0,3.0,1.0
Glenn,2020-04-10T00:00:00,0.0,0.0,,,0.0,0.0,
Mariposa,2020-04-10T00:00:00,0.0,0.0,,,0.0,0.0,
Tuolumne,2020-04-10T00:00:00,0.0,0.0,,,0.0,1.0,0.0
Sacramento,2020-04-10T00:00:00,70.0,45.0,,,30.0,13.0,69.0
Yuba,2020-04-10T00:00:00,2.0,8.0,,,1.0,0.0,7.0
Marin,2020-04-10T00:00:00,6.0,26.0,,,1.0,1.0,17.0
Riverside,2020-04-10T00:00:00,206.0,141.0,,,57.0,34.0,140.0
Mono,2020-04-10T00:00:00,0.0,3.0,,,0.0,0.0,2.0
Tehama,2020-04-10T00:00:00,0.0,1.0,,,0.0,0.0,8.0
San Joaquin,2020-04-10T00:00:00,26.0,17.0,,,14.0,5.0,20.0
Monterey,2020-04-10T00:00:00,18.0,21.0,,,5.0,1.0,25.0
Shasta,2020-04-10T00:00:00,5.0,7.0,,,2.0,1.0,12.0
Tulare,2020-04-10T00:00:00,11.0,10.0,,,6.0,1.0,16.0
Alameda,2020-04-10T00:00:00,93.0,71.0,,,45.0,26.0,128.0
San Bernardino,2020-04-10T00:00:00,156.0,295.0,,,66.0,58.0,134.0
Trinity,2020-04-10T00:00:00,0.0,0.0,,,0.0,0.0,
Colusa,2020-04-10T00:00:00,0.0,0.0,,,0.0,0.0,6.0
Siskiyou,2020-04-10T00:00:00,0.0,0.0,,,0.0,0.0,4.0
Santa Clara,2020-04-10T00:00:00,151.0,44.0,,,67.0,5.0,99.0
Ventura,2020-04-10T00:00:00,19.0,76.0,,,8.0,13.0,30.0
Merced,2020-04-10T00:00:00,0.0,2.0,,,0.0,1.0,4.0
Stanislaus,2020-04-10T00:00:00,27.0,17.0,,,11.0,3.0,44.0
Butte,2020-04-10T00:00:00,1.0,15.0,,,1.0,5.0,5.0
